delta change = 
         1         2         3         4         5         6         7         8         9        10        11        12        13        14        15        16        17        18        19        20        21        22        23        24        25        26        27        28        29        30        31        32        33        34        35        36        37        38        39        40
      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
      0.70      0.70      0.70      0.70      0.70      0.70      0.70      0.70      0.70      0.70      0.70      0.70      0.70      0.70      0.70      0.70      0.70      0.70      0.70      0.70      0.70      0.70      0.70      0.70      0.70      0.70      0.70      0.70      0.70      0.70      0.70      0.70      0.70      0.70      0.70      0.70      0.70      0.70      0.70      0.70
      1.40      1.40      1.40      1.40      1.40      1.40      1.40      1.40      1.40      1.40      1.40      1.40      1.40      1.40      1.40      1.40      1.40      1.40      1.40      1.40      1.40      1.40      1.40      1.40      1.40      1.40      1.40      1.40      1.40      1.40      1.40      1.40      1.40      1.40      1.40      1.40      1.40      1.40      1.40      1.40
      2.10      2.10      2.10      2.10      2.10      2.10      2.10      2.10      2.10      2.10      2.10      2.10      2.10      2.10      2.10      2.10      2.10      2.10      2.10      2.10      2.10      2.10      2.10      2.10      2.10      2.10      2.10      2.10      2.10      2.10      2.10      2.10      2.10      2.10      2.10      2.10      2.10      2.10      2.10      2.10
      2.80      2.80      2.80      2.80      2.80      2.80      2.80      2.80      2.80      2.80      2.80      2.80      2.80      2.80      2.80      2.80      2.80      2.80      2.80      2.80      2.80      2.80      2.80      2.80      2.80      2.80      2.80      2.80      2.80      2.80      2.80      2.80      2.80      2.80      2.80      2.80      2.80      2.80      2.80      2.80
      3.50      3.50      3.50      3.50      3.50      3.50      3.50      3.50      3.50      3.50      3.50      3.50      3.50      3.50      3.50      3.50      3.50      3.50      3.50      3.50      3.50      3.50      3.50      3.50      3.50      3.50      3.50      3.50      3.50      3.50      3.50      3.50      3.50      3.50      3.50      3.50      3.50      3.50      3.50      3.50
      4.20      4.20      4.20      4.20      4.20      4.20      4.20      4.20      4.20      4.20      4.20      4.20      4.20      4.20      4.20      4.20      4.20      4.20      4.20      4.20      4.20      4.20      4.20      4.20      4.20      4.20      4.20      4.20      4.20      4.20      4.20      4.20      4.20      4.20      4.20      4.20      4.20      4.20      4.20      4.20
      4.90      4.90      4.90      4.90      4.90      4.90      4.90      4.90      4.90      4.90      4.90      4.90      4.90      4.90      4.90      4.90      4.90      4.90      4.90      4.90      4.90      4.90      4.90      4.90      4.90      4.90      4.90      4.90      4.90      4.90      4.90      4.90      4.90      4.90      4.90      4.90      4.90      4.90      4.90      4.90
      5.60      5.60      5.60      5.60      5.60      5.60      5.60      5.60      5.60      5.60      5.60      5.60      5.60      5.60      5.60      5.60      5.60      5.60      5.60      5.60      5.60      5.60      5.60      5.60      5.60      5.60      5.60      5.60      5.60      5.60      5.60      5.60      5.60      5.60      5.60      5.60      5.60      5.60      5.60      5.60
      6.30      6.30      6.30      6.30      6.30      6.30      6.30      6.30      6.30      6.30      6.30      6.30      6.30      6.30      6.30      6.30      6.30      6.30      6.30      6.30      6.30      6.30      6.30      6.30      6.30      6.30      6.30      6.30      6.30      6.30      6.30      6.30      6.30      6.30      6.30      6.30      6.30      6.30      6.30      6.30
      7.00      7.00      7.00      7.00      7.00      7.00      7.00      7.00      7.00      7.00      7.00      7.00      7.00      7.00      7.00      7.00      7.00      7.00      7.00      7.00      7.00      7.00      7.00      7.00      7.00      7.00      7.00      7.00      7.00      7.00      7.00      7.00      7.00      7.00      7.00      7.00      7.00      7.00      7.00      7.00
      7.70      7.70      7.70      7.70      7.70      7.70      7.70      7.70      7.70      7.70      7.70      7.70      7.70      7.70      7.70      7.70      7.70      7.70      7.70      7.70      7.70      7.70      7.70      7.70      7.70      7.70      7.70      7.70      7.70      7.70      7.70      7.70      7.70      7.70      7.70      7.70      7.70      7.70      7.70      7.70
      8.40      8.40      8.40      8.40      8.40      8.40      8.40      8.40      8.40      8.40      8.40      8.40      8.40      8.40      8.40      8.40      8.40      8.40      8.40      8.40      8.40      8.40      8.40      8.40      8.40      8.40      8.40      8.40      8.40      8.40      8.40      8.40      8.40      8.40      8.40      8.40      8.40      8.40      8.40      8.40
      9.10      9.10      9.10      9.10      9.10      9.10      9.10      9.10      9.10      9.10      9.10      9.10      9.10      9.10      9.10      9.10      9.10      9.10      9.10      9.10      9.10      9.10      9.10      9.10      9.10      9.10      9.10      9.10      9.10      9.10      9.10      9.10      9.10      9.10      9.10      9.10      9.10      9.10      9.10      9.10
      9.80      9.80      9.80      9.80      9.80      9.80      9.80      9.80      9.80      9.80      9.80      9.80      9.80      9.80      9.80      9.80      9.80      9.80      9.80      9.80      9.80      9.80      9.80      9.80      9.80      9.80      9.80      9.80      9.80      9.80      9.80      9.80      9.80      9.80      9.80      9.80      9.80      9.80      9.80      9.80
