delta change = 
         1         2         3         4         5         6         7         8         9        10        11        12        13        14        15        16        17        18        19        20        21        22        23        24        25        26        27        28        29        30        31        32        33        34        35        36        37        38        39        40
      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
      0.80      0.80      0.80      0.80      0.80      0.80      0.80      0.80      0.80      0.80      0.80      0.80      0.80      0.80      0.80      0.80      0.80      0.80      0.80      0.80      0.80      0.80      0.80      0.80      0.80      0.80      0.80      0.80      0.80      0.80      0.80      0.80      0.80      0.80      0.80      0.80      0.80      0.80      0.80      0.80
      1.60      1.60      1.60      1.60      1.60      1.60      1.60      1.60      1.60      1.60      1.60      1.60      1.60      1.60      1.60      1.60      1.60      1.60      1.60      1.60      1.60      1.60      1.60      1.60      1.60      1.60      1.60      1.60      1.60      1.60      1.60      1.60      1.60      1.60      1.60      1.60      1.60      1.60      1.60      1.60
      2.40      2.40      2.40      2.40      2.40      2.40      2.40      2.40      2.40      2.40      2.40      2.40      2.40      2.40      2.40      2.40      2.40      2.40      2.40      2.40      2.40      2.40      2.40      2.40      2.40      2.40      2.40      2.40      2.40      2.40      2.40      2.40      2.40      2.40      2.40      2.40      2.40      2.40      2.40      2.40
      3.20      3.20      3.20      3.20      3.20      3.20      3.20      3.20      3.20      3.20      3.20      3.20      3.20      3.20      3.20      3.20      3.20      3.20      3.20      3.20      3.20      3.20      3.20      3.20      3.20      3.20      3.20      3.20      3.20      3.20      3.20      3.20      3.20      3.20      3.20      3.20      3.20      3.20      3.20      3.20
      4.00      4.00      4.00      4.00      4.00      4.00      4.00      4.00      4.00      4.00      4.00      4.00      4.00      4.00      4.00      4.00      4.00      4.00      4.00      4.00      4.00      4.00      4.00      4.00      4.00      4.00      4.00      4.00      4.00      4.00      4.00      4.00      4.00      4.00      4.00      4.00      4.00      4.00      4.00      4.00
      4.80      4.80      4.80      4.80      4.80      4.80      4.80      4.80      4.80      4.80      4.80      4.80      4.80      4.80      4.80      4.80      4.80      4.80      4.80      4.80      4.80      4.80      4.80      4.80      4.80      4.80      4.80      4.80      4.80      4.80      4.80      4.80      4.80      4.80      4.80      4.80      4.80      4.80      4.80      4.80
      5.60      5.60      5.60      5.60      5.60      5.60      5.60      5.60      5.60      5.60      5.60      5.60      5.60      5.60      5.60      5.60      5.60      5.60      5.60      5.60      5.60      5.60      5.60      5.60      5.60      5.60      5.60      5.60      5.60      5.60      5.60      5.60      5.60      5.60      5.60      5.60      5.60      5.60      5.60      5.60
      6.40      6.40      6.40      6.40      6.40      6.40      6.40      6.40      6.40      6.40      6.40      6.40      6.40      6.40      6.40      6.40      6.40      6.40      6.40      6.40      6.40      6.40      6.40      6.40      6.40      6.40      6.40      6.40      6.40      6.40      6.40      6.40      6.40      6.40      6.40      6.40      6.40      6.40      6.40      6.40
      7.20      7.20      7.20      7.20      7.20      7.20      7.20      7.20      7.20      7.20      7.20      7.20      7.20      7.20      7.20      7.20      7.20      7.20      7.20      7.20      7.20      7.20      7.20      7.20      7.20      7.20      7.20      7.20      7.20      7.20      7.20      7.20      7.20      7.20      7.20      7.20      7.20      7.20      7.20      7.20
      8.00      8.00      8.00      8.00      8.00      8.00      8.00      8.00      8.00      8.00      8.00      8.00      8.00      8.00      8.00      8.00      8.00      8.00      8.00      8.00      8.00      8.00      8.00      8.00      8.00      8.00      8.00      8.00      8.00      8.00      8.00      8.00      8.00      8.00      8.00      8.00      8.00      8.00      8.00      8.00
      8.80      8.80      8.80      8.80      8.80      8.80      8.80      8.80      8.80      8.80      8.80      8.80      8.80      8.80      8.80      8.80      8.80      8.80      8.80      8.80      8.80      8.80      8.80      8.80      8.80      8.80      8.80      8.80      8.80      8.80      8.80      8.80      8.80      8.80      8.80      8.80      8.80      8.80      8.80      8.80
      9.60      9.60      9.60      9.60      9.60      9.60      9.60      9.60      9.60      9.60      9.60      9.60      9.60      9.60      9.60      9.60      9.60      9.60      9.60      9.60      9.60      9.60      9.60      9.60      9.60      9.60      9.60      9.60      9.60      9.60      9.60      9.60      9.60      9.60      9.60      9.60      9.60      9.60      9.60      9.60
     10.40     10.40     10.40     10.40     10.40     10.40     10.40     10.40     10.40     10.40     10.40     10.40     10.40     10.40     10.40     10.40     10.40     10.40     10.40     10.40     10.40     10.40     10.40     10.40     10.40     10.40     10.40     10.40     10.40     10.40     10.40     10.40     10.40     10.40     10.40     10.40     10.40     10.40     10.40     10.40
     11.20     11.20     11.20     11.20     11.20     11.20     11.20     11.20     11.20     11.20     11.20     11.20     11.20     11.20     11.20     11.20     11.20     11.20     11.20     11.20     11.20     11.20     11.20     11.20     11.20     11.20     11.20     11.20     11.20     11.20     11.20     11.20     11.20     11.20     11.20     11.20     11.20     11.20     11.20     11.20
     12.00     12.00     12.00     12.00     12.00     12.00     12.00     12.00     12.00     12.00     12.00     12.00     12.00     12.00     12.00     12.00     12.00     12.00     12.00     12.00     12.00     12.00     12.00     12.00     12.00     12.00     12.00     12.00     12.00     12.00     12.00     12.00     12.00     12.00     12.00     12.00     12.00     12.00     12.00     12.00
     12.80     12.80     12.80     12.80     12.80     12.80     12.80     12.80     12.80     12.80     12.80     12.80     12.80     12.80     12.80     12.80     12.80     12.80     12.80     12.80     12.80     12.80     12.80     12.80     12.80     12.80     12.80     12.80     12.80     12.80     12.80     12.80     12.80     12.80     12.80     12.80     12.80     12.80     12.80     12.80
     13.60     13.60     13.60     13.60     13.60     13.60     13.60     13.60     13.60     13.60     13.60     13.60     13.60     13.60     13.60     13.60     13.60     13.60     13.60     13.60     13.60     13.60     13.60     13.60     13.60     13.60     13.60     13.60     13.60     13.60     13.60     13.60     13.60     13.60     13.60     13.60     13.60     13.60     13.60     13.60
     14.40     14.40     14.40     14.40     14.40     14.40     14.40     14.40     14.40     14.40     14.40     14.40     14.40     14.40     14.40     14.40     14.40     14.40     14.40     14.40     14.40     14.40     14.40     14.40     14.40     14.40     14.40     14.40     14.40     14.40     14.40     14.40     14.40     14.40     14.40     14.40     14.40     14.40     14.40     14.40
     15.20     15.20     15.20     15.20     15.20     15.20     15.20     15.20     15.20     15.20     15.20     15.20     15.20     15.20     15.20     15.20     15.20     15.20     15.20     15.20     15.20     15.20     15.20     15.20     15.20     15.20     15.20     15.20     15.20     15.20     15.20     15.20     15.20     15.20     15.20     15.20     15.20     15.20     15.20     15.20
     16.00     16.00     16.00     16.00     16.00     16.00     16.00     16.00     16.00     16.00     16.00     16.00     16.00     16.00     16.00     16.00     16.00     16.00     16.00     16.00     16.00     16.00     16.00     16.00     16.00     16.00     16.00     16.00     16.00     16.00     16.00     16.00     16.00     16.00     16.00     16.00     16.00     16.00     16.00     16.00
     16.80     16.80     16.80     16.80     16.80     16.80     16.80     16.80     16.80     16.80     16.80     16.80     16.80     16.80     16.80     16.80     16.80     16.80     16.80     16.80     16.80     16.80     16.80     16.80     16.80     16.80     16.80     16.80     16.80     16.80     16.80     16.80     16.80     16.80     16.80     16.80     16.80     16.80     16.80     16.80
     17.60     17.60     17.60     17.60     17.60     17.60     17.60     17.60     17.60     17.60     17.60     17.60     17.60     17.60     17.60     17.60     17.60     17.60     17.60     17.60     17.60     17.60     17.60     17.60     17.60     17.60     17.60     17.60     17.60     17.60     17.60     17.60     17.60     17.60     17.60     17.60     17.60     17.60     17.60     17.60
     18.40     18.40     18.40     18.40     18.40     18.40     18.40     18.40     18.40     18.40     18.40     18.40     18.40     18.40     18.40     18.40     18.40     18.40     18.40     18.40     18.40     18.40     18.40     18.40     18.40     18.40     18.40     18.40     18.40     18.40     18.40     18.40     18.40     18.40     18.40     18.40     18.40     18.40     18.40     18.40
     19.20     19.20     19.20     19.20     19.20     19.20     19.20     19.20     19.20     19.20     19.20     19.20     19.20     19.20     19.20     19.20     19.20     19.20     19.20     19.20     19.20     19.20     19.20     19.20     19.20     19.20     19.20     19.20     19.20     19.20     19.20     19.20     19.20     19.20     19.20     19.20     19.20     19.20     19.20     19.20
     20.00     20.00     20.00     20.00     20.00     20.00     20.00     20.00     20.00     20.00     20.00     20.00     20.00     20.00     20.00     20.00     20.00     20.00     20.00     20.00     20.00     20.00     20.00     20.00     20.00     20.00     20.00     20.00     20.00     20.00     20.00     20.00     20.00     20.00     20.00     20.00     20.00     20.00     20.00     20.00
     20.80     20.80     20.80     20.80     20.80     20.80     20.80     20.80     20.80     20.80     20.80     20.80     20.80     20.80     20.80     20.80     20.80     20.80     20.80     20.80     20.80     20.80     20.80     20.80     20.80     20.80     20.80     20.80     20.80     20.80     20.80     20.80     20.80     20.80     20.80     20.80     20.80     20.80     20.80     20.80
     21.60     21.60     21.60     21.60     21.60     21.60     21.60     21.60     21.60     21.60     21.60     21.60     21.60     21.60     21.60     21.60     21.60     21.60     21.60     21.60     21.60     21.60     21.60     21.60     21.60     21.60     21.60     21.60     21.60     21.60     21.60     21.60     21.60     21.60     21.60     21.60     21.60     21.60     21.60     21.60
     22.40     22.40     22.40     22.40     22.40     22.40     22.40     22.40     22.40     22.40     22.40     22.40     22.40     22.40     22.40     22.40     22.40     22.40     22.40     22.40     22.40     22.40     22.40     22.40     22.40     22.40     22.40     22.40     22.40     22.40     22.40     22.40     22.40     22.40     22.40     22.40     22.40     22.40     22.40     22.40
     23.20     23.20     23.20     23.20     23.20     23.20     23.20     23.20     23.20     23.20     23.20     23.20     23.20     23.20     23.20     23.20     23.20     23.20     23.20     23.20     23.20     23.20     23.20     23.20     23.20     23.20     23.20     23.20     23.20     23.20     23.20     23.20     23.20     23.20     23.20     23.20     23.20     23.20     23.20     23.20
     24.00     24.00     24.00     24.00     24.00     24.00     24.00     24.00     24.00     24.00     24.00     24.00     24.00     24.00     24.00     24.00     24.00     24.00     24.00     24.00     24.00     24.00     24.00     24.00     24.00     24.00     24.00     24.00     24.00     24.00     24.00     24.00     24.00     24.00     24.00     24.00     24.00     24.00     24.00     24.00
     24.80     24.80     24.80     24.80     24.80     24.80     24.80     24.80     24.80     24.80     24.80     24.80     24.80     24.80     24.80     24.80     24.80     24.80     24.80     24.80     24.80     24.80     24.80     24.80     24.80     24.80     24.80     24.80     24.80     24.80     24.80     24.80     24.80     24.80     24.80     24.80     24.80     24.80     24.80     24.80
     25.60     25.60     25.60     25.60     25.60     25.60     25.60     25.60     25.60     25.60     25.60     25.60     25.60     25.60     25.60     25.60     25.60     25.60     25.60     25.60     25.60     25.60     25.60     25.60     25.60     25.60     25.60     25.60     25.60     25.60     25.60     25.60     25.60     25.60     25.60     25.60     25.60     25.60     25.60     25.60
     26.40     26.40     26.40     26.40     26.40     26.40     26.40     26.40     26.40     26.40     26.40     26.40     26.40     26.40     26.40     26.40     26.40     26.40     26.40     26.40     26.40     26.40     26.40     26.40     26.40     26.40     26.40     26.40     26.40     26.40     26.40     26.40     26.40     26.40     26.40     26.40     26.40     26.40     26.40     26.40
