delta change = 
         1         2         3         4         5         6         7         8         9        10        11        12        13        14        15        16        17        18        19        20        21        22        23        24        25        26        27        28        29        30        31        32        33        34        35        36        37        38        39        40
      9.00      9.00      9.00      9.00      9.00      9.00      9.00      9.00      9.00      9.00      9.00      9.00      9.00      9.00      9.00      9.00      9.00      9.00      9.00      9.00      9.00      9.00      9.00      9.00      9.00      9.00      9.00      9.00      9.00      9.00      9.00      9.00      9.00      9.00      9.00      9.00      9.00      9.00      9.00      9.00
      9.75      9.75      9.75      9.75      9.75      9.75      9.75      9.75      9.75      9.75      9.75      9.75      9.75      9.75      9.75      9.75      9.75      9.75      9.75      9.75      9.75      9.75      9.75      9.75      9.75      9.75      9.75      9.75      9.75      9.75      9.75      9.75      9.75      9.75      9.75      9.75      9.75      9.75      9.75      9.75
     10.50     10.50     10.50     10.50     10.50     10.50     10.50     10.50     10.50     10.50     10.50     10.50     10.50     10.50     10.50     10.50     10.50     10.50     10.50     10.50     10.50     10.50     10.50     10.50     10.50     10.50     10.50     10.50     10.50     10.50     10.50     10.50     10.50     10.50     10.50     10.50     10.50     10.50     10.50     10.50
     11.25     11.25     11.25     11.25     11.25     11.25     11.25     11.25     11.25     11.25     11.25     11.25     11.25     11.25     11.25     11.25     11.25     11.25     11.25     11.25     11.25     11.25     11.25     11.25     11.25     11.25     11.25     11.25     11.25     11.25     11.25     11.25     11.25     11.25     11.25     11.25     11.25     11.25     11.25     11.25
     12.00     12.00     12.00     12.00     12.00     12.00     12.00     12.00     12.00     12.00     12.00     12.00     12.00     12.00     12.00     12.00     12.00     12.00     12.00     12.00     12.00     12.00     12.00     12.00     12.00     12.00     12.00     12.00     12.00     12.00     12.00     12.00     12.00     12.00     12.00     12.00     12.00     12.00     12.00     12.00
     12.75     12.75     12.75     12.75     12.75     12.75     12.75     12.75     12.75     12.75     12.75     12.75     12.75     12.75     12.75     12.75     12.75     12.75     12.75     12.75     12.75     12.75     12.75     12.75     12.75     12.75     12.75     12.75     12.75     12.75     12.75     12.75     12.75     12.75     12.75     12.75     12.75     12.75     12.75     12.75
     13.50     13.50     13.50     13.50     13.50     13.50     13.50     13.50     13.50     13.50     13.50     13.50     13.50     13.50     13.50     13.50     13.50     13.50     13.50     13.50     13.50     13.50     13.50     13.50     13.50     13.50     13.50     13.50     13.50     13.50     13.50     13.50     13.50     13.50     13.50     13.50     13.50     13.50     13.50     13.50
     14.25     14.25     14.25     14.25     14.25     14.25     14.25     14.25     14.25     14.25     14.25     14.25     14.25     14.25     14.25     14.25     14.25     14.25     14.25     14.25     14.25     14.25     14.25     14.25     14.25     14.25     14.25     14.25     14.25     14.25     14.25     14.25     14.25     14.25     14.25     14.25     14.25     14.25     14.25     14.25
     15.00     15.00     15.00     15.00     15.00     15.00     15.00     15.00     15.00     15.00     15.00     15.00     15.00     15.00     15.00     15.00     15.00     15.00     15.00     15.00     15.00     15.00     15.00     15.00     15.00     15.00     15.00     15.00     15.00     15.00     15.00     15.00     15.00     15.00     15.00     15.00     15.00     15.00     15.00     15.00
     15.75     15.75     15.75     15.75     15.75     15.75     15.75     15.75     15.75     15.75     15.75     15.75     15.75     15.75     15.75     15.75     15.75     15.75     15.75     15.75     15.75     15.75     15.75     15.75     15.75     15.75     15.75     15.75     15.75     15.75     15.75     15.75     15.75     15.75     15.75     15.75     15.75     15.75     15.75     15.75
     16.50     16.50     16.50     16.50     16.50     16.50     16.50     16.50     16.50     16.50     16.50     16.50     16.50     16.50     16.50     16.50     16.50     16.50     16.50     16.50     16.50     16.50     16.50     16.50     16.50     16.50     16.50     16.50     16.50     16.50     16.50     16.50     16.50     16.50     16.50     16.50     16.50     16.50     16.50     16.50
     17.25     17.25     17.25     17.25     17.25     17.25     17.25     17.25     17.25     17.25     17.25     17.25     17.25     17.25     17.25     17.25     17.25     17.25     17.25     17.25     17.25     17.25     17.25     17.25     17.25     17.25     17.25     17.25     17.25     17.25     17.25     17.25     17.25     17.25     17.25     17.25     17.25     17.25     17.25     17.25
     18.00     18.00     18.00     18.00     18.00     18.00     18.00     18.00     18.00     18.00     18.00     18.00     18.00     18.00     18.00     18.00     18.00     18.00     18.00     18.00     18.00     18.00     18.00     18.00     18.00     18.00     18.00     18.00     18.00     18.00     18.00     18.00     18.00     18.00     18.00     18.00     18.00     18.00     18.00     18.00
     18.75     18.75     18.75     18.75     18.75     18.75     18.75     18.75     18.75     18.75     18.75     18.75     18.75     18.75     18.75     18.75     18.75     18.75     18.75     18.75     18.75     18.75     18.75     18.75     18.75     18.75     18.75     18.75     18.75     18.75     18.75     18.75     18.75     18.75     18.75     18.75     18.75     18.75     18.75     18.75
     19.50     19.50     19.50     19.50     19.50     19.50     19.50     19.50     19.50     19.50     19.50     19.50     19.50     19.50     19.50     19.50     19.50     19.50     19.50     19.50     19.50     19.50     19.50     19.50     19.50     19.50     19.50     19.50     19.50     19.50     19.50     19.50     19.50     19.50     19.50     19.50     19.50     19.50     19.50     19.50
     20.25     20.25     20.25     20.25     20.25     20.25     20.25     20.25     20.25     20.25     20.25     20.25     20.25     20.25     20.25     20.25     20.25     20.25     20.25     20.25     20.25     20.25     20.25     20.25     20.25     20.25     20.25     20.25     20.25     20.25     20.25     20.25     20.25     20.25     20.25     20.25     20.25     20.25     20.25     20.25
     21.00     21.00     21.00     21.00     21.00     21.00     21.00     21.00     21.00     21.00     21.00     21.00     21.00     21.00     21.00     21.00     21.00     21.00     21.00     21.00     21.00     21.00     21.00     21.00     21.00     21.00     21.00     21.00     21.00     21.00     21.00     21.00     21.00     21.00     21.00     21.00     21.00     21.00     21.00     21.00
     21.75     21.75     21.75     21.75     21.75     21.75     21.75     21.75     21.75     21.75     21.75     21.75     21.75     21.75     21.75     21.75     21.75     21.75     21.75     21.75     21.75     21.75     21.75     21.75     21.75     21.75     21.75     21.75     21.75     21.75     21.75     21.75     21.75     21.75     21.75     21.75     21.75     21.75     21.75     21.75
     22.50     22.50     22.50     22.50     22.50     22.50     22.50     22.50     22.50     22.50     22.50     22.50     22.50     22.50     22.50     22.50     22.50     22.50     22.50     22.50     22.50     22.50     22.50     22.50     22.50     22.50     22.50     22.50     22.50     22.50     22.50     22.50     22.50     22.50     22.50     22.50     22.50     22.50     22.50     22.50
     23.25     23.25     23.25     23.25     23.25     23.25     23.25     23.25     23.25     23.25     23.25     23.25     23.25     23.25     23.25     23.25     23.25     23.25     23.25     23.25     23.25     23.25     23.25     23.25     23.25     23.25     23.25     23.25     23.25     23.25     23.25     23.25     23.25     23.25     23.25     23.25     23.25     23.25     23.25     23.25
     24.00     24.00     24.00     24.00     24.00     24.00     24.00     24.00     24.00     24.00     24.00     24.00     24.00     24.00     24.00     24.00     24.00     24.00     24.00     24.00     24.00     24.00     24.00     24.00     24.00     24.00     24.00     24.00     24.00     24.00     24.00     24.00     24.00     24.00     24.00     24.00     24.00     24.00     24.00     24.00
     24.75     24.75     24.75     24.75     24.75     24.75     24.75     24.75     24.75     24.75     24.75     24.75     24.75     24.75     24.75     24.75     24.75     24.75     24.75     24.75     24.75     24.75     24.75     24.75     24.75     24.75     24.75     24.75     24.75     24.75     24.75     24.75     24.75     24.75     24.75     24.75     24.75     24.75     24.75     24.75
     25.50     25.50     25.50     25.50     25.50     25.50     25.50     25.50     25.50     25.50     25.50     25.50     25.50     25.50     25.50     25.50     25.50     25.50     25.50     25.50     25.50     25.50     25.50     25.50     25.50     25.50     25.50     25.50     25.50     25.50     25.50     25.50     25.50     25.50     25.50     25.50     25.50     25.50     25.50     25.50
     26.25     26.25     26.25     26.25     26.25     26.25     26.25     26.25     26.25     26.25     26.25     26.25     26.25     26.25     26.25     26.25     26.25     26.25     26.25     26.25     26.25     26.25     26.25     26.25     26.25     26.25     26.25     26.25     26.25     26.25     26.25     26.25     26.25     26.25     26.25     26.25     26.25     26.25     26.25     26.25
     27.00     27.00     27.00     27.00     27.00     27.00     27.00     27.00     27.00     27.00     27.00     27.00     27.00     27.00     27.00     27.00     27.00     27.00     27.00     27.00     27.00     27.00     27.00     27.00     27.00     27.00     27.00     27.00     27.00     27.00     27.00     27.00     27.00     27.00     27.00     27.00     27.00     27.00     27.00     27.00
     27.75     27.75     27.75     27.75     27.75     27.75     27.75     27.75     27.75     27.75     27.75     27.75     27.75     27.75     27.75     27.75     27.75     27.75     27.75     27.75     27.75     27.75     27.75     27.75     27.75     27.75     27.75     27.75     27.75     27.75     27.75     27.75     27.75     27.75     27.75     27.75     27.75     27.75     27.75     27.75
     28.50     28.50     28.50     28.50     28.50     28.50     28.50     28.50     28.50     28.50     28.50     28.50     28.50     28.50     28.50     28.50     28.50     28.50     28.50     28.50     28.50     28.50     28.50     28.50     28.50     28.50     28.50     28.50     28.50     28.50     28.50     28.50     28.50     28.50     28.50     28.50     28.50     28.50     28.50     28.50
     29.25     29.25     29.25     29.25     29.25     29.25     29.25     29.25     29.25     29.25     29.25     29.25     29.25     29.25     29.25     29.25     29.25     29.25     29.25     29.25     29.25     29.25     29.25     29.25     29.25     29.25     29.25     29.25     29.25     29.25     29.25     29.25     29.25     29.25     29.25     29.25     29.25     29.25     29.25     29.25
     30.00     30.00     30.00     30.00     30.00     30.00     30.00     30.00     30.00     30.00     30.00     30.00     30.00     30.00     30.00     30.00     30.00     30.00     30.00     30.00     30.00     30.00     30.00     30.00     30.00     30.00     30.00     30.00     30.00     30.00     30.00     30.00     30.00     30.00     30.00     30.00     30.00     30.00     30.00     30.00
     30.75     30.75     30.75     30.75     30.75     30.75     30.75     30.75     30.75     30.75     30.75     30.75     30.75     30.75     30.75     30.75     30.75     30.75     30.75     30.75     30.75     30.75     30.75     30.75     30.75     30.75     30.75     30.75     30.75     30.75     30.75     30.75     30.75     30.75     30.75     30.75     30.75     30.75     30.75     30.75
     31.50     31.50     31.50     31.50     31.50     31.50     31.50     31.50     31.50     31.50     31.50     31.50     31.50     31.50     31.50     31.50     31.50     31.50     31.50     31.50     31.50     31.50     31.50     31.50     31.50     31.50     31.50     31.50     31.50     31.50     31.50     31.50     31.50     31.50     31.50     31.50     31.50     31.50     31.50     31.50
     32.25     32.25     32.25     32.25     32.25     32.25     32.25     32.25     32.25     32.25     32.25     32.25     32.25     32.25     32.25     32.25     32.25     32.25     32.25     32.25     32.25     32.25     32.25     32.25     32.25     32.25     32.25     32.25     32.25     32.25     32.25     32.25     32.25     32.25     32.25     32.25     32.25     32.25     32.25     32.25
     33.00     33.00     33.00     33.00     33.00     33.00     33.00     33.00     33.00     33.00     33.00     33.00     33.00     33.00     33.00     33.00     33.00     33.00     33.00     33.00     33.00     33.00     33.00     33.00     33.00     33.00     33.00     33.00     33.00     33.00     33.00     33.00     33.00     33.00     33.00     33.00     33.00     33.00     33.00     33.00
     33.75     33.75     33.75     33.75     33.75     33.75     33.75     33.75     33.75     33.75     33.75     33.75     33.75     33.75     33.75     33.75     33.75     33.75     33.75     33.75     33.75     33.75     33.75     33.75     33.75     33.75     33.75     33.75     33.75     33.75     33.75     33.75     33.75     33.75     33.75     33.75     33.75     33.75     33.75     33.75
     34.50     34.50     34.50     34.50     34.50     34.50     34.50     34.50     34.50     34.50     34.50     34.50     34.50     34.50     34.50     34.50     34.50     34.50     34.50     34.50     34.50     34.50     34.50     34.50     34.50     34.50     34.50     34.50     34.50     34.50     34.50     34.50     34.50     34.50     34.50     34.50     34.50     34.50     34.50     34.50
     35.25     35.25     35.25     35.25     35.25     35.25     35.25     35.25     35.25     35.25     35.25     35.25     35.25     35.25     35.25     35.25     35.25     35.25     35.25     35.25     35.25     35.25     35.25     35.25     35.25     35.25     35.25     35.25     35.25     35.25     35.25     35.25     35.25     35.25     35.25     35.25     35.25     35.25     35.25     35.25
     36.00     36.00     36.00     36.00     36.00     36.00     36.00     36.00     36.00     36.00     36.00     36.00     36.00     36.00     36.00     36.00     36.00     36.00     36.00     36.00     36.00     36.00     36.00     36.00     36.00     36.00     36.00     36.00     36.00     36.00     36.00     36.00     36.00     36.00     36.00     36.00     36.00     36.00     36.00     36.00
     36.75     36.75     36.75     36.75     36.75     36.75     36.75     36.75     36.75     36.75     36.75     36.75     36.75     36.75     36.75     36.75     36.75     36.75     36.75     36.75     36.75     36.75     36.75     36.75     36.75     36.75     36.75     36.75     36.75     36.75     36.75     36.75     36.75     36.75     36.75     36.75     36.75     36.75     36.75     36.75
     37.50     37.50     37.50     37.50     37.50     37.50     37.50     37.50     37.50     37.50     37.50     37.50     37.50     37.50     37.50     37.50     37.50     37.50     37.50     37.50     37.50     37.50     37.50     37.50     37.50     37.50     37.50     37.50     37.50     37.50     37.50     37.50     37.50     37.50     37.50     37.50     37.50     37.50     37.50     37.50
     38.25     38.25     38.25     38.25     38.25     38.25     38.25     38.25     38.25     38.25     38.25     38.25     38.25     38.25     38.25     38.25     38.25     38.25     38.25     38.25     38.25     38.25     38.25     38.25     38.25     38.25     38.25     38.25     38.25     38.25     38.25     38.25     38.25     38.25     38.25     38.25     38.25     38.25     38.25     38.25
     39.00     39.00     39.00     39.00     39.00     39.00     39.00     39.00     39.00     39.00     39.00     39.00     39.00     39.00     39.00     39.00     39.00     39.00     39.00     39.00     39.00     39.00     39.00     39.00     39.00     39.00     39.00     39.00     39.00     39.00     39.00     39.00     39.00     39.00     39.00     39.00     39.00     39.00     39.00     39.00
     39.75     39.75     39.75     39.75     39.75     39.75     39.75     39.75     39.75     39.75     39.75     39.75     39.75     39.75     39.75     39.75     39.75     39.75     39.75     39.75     39.75     39.75     39.75     39.75     39.75     39.75     39.75     39.75     39.75     39.75     39.75     39.75     39.75     39.75     39.75     39.75     39.75     39.75     39.75     39.75
     40.50     40.50     40.50     40.50     40.50     40.50     40.50     40.50     40.50     40.50     40.50     40.50     40.50     40.50     40.50     40.50     40.50     40.50     40.50     40.50     40.50     40.50     40.50     40.50     40.50     40.50     40.50     40.50     40.50     40.50     40.50     40.50     40.50     40.50     40.50     40.50     40.50     40.50     40.50     40.50
     41.25     41.25     41.25     41.25     41.25     41.25     41.25     41.25     41.25     41.25     41.25     41.25     41.25     41.25     41.25     41.25     41.25     41.25     41.25     41.25     41.25     41.25     41.25     41.25     41.25     41.25     41.25     41.25     41.25     41.25     41.25     41.25     41.25     41.25     41.25     41.25     41.25     41.25     41.25     41.25
     42.00     42.00     42.00     42.00     42.00     42.00     42.00     42.00     42.00     42.00     42.00     42.00     42.00     42.00     42.00     42.00     42.00     42.00     42.00     42.00     42.00     42.00     42.00     42.00     42.00     42.00     42.00     42.00     42.00     42.00     42.00     42.00     42.00     42.00     42.00     42.00     42.00     42.00     42.00     42.00
     42.75     42.75     42.75     42.75     42.75     42.75     42.75     42.75     42.75     42.75     42.75     42.75     42.75     42.75     42.75     42.75     42.75     42.75     42.75     42.75     42.75     42.75     42.75     42.75     42.75     42.75     42.75     42.75     42.75     42.75     42.75     42.75     42.75     42.75     42.75     42.75     42.75     42.75     42.75     42.75
     43.50     43.50     43.50     43.50     43.50     43.50     43.50     43.50     43.50     43.50     43.50     43.50     43.50     43.50     43.50     43.50     43.50     43.50     43.50     43.50     43.50     43.50     43.50     43.50     43.50     43.50     43.50     43.50     43.50     43.50     43.50     43.50     43.50     43.50     43.50     43.50     43.50     43.50     43.50     43.50
     44.25     44.25     44.25     44.25     44.25     44.25     44.25     44.25     44.25     44.25     44.25     44.25     44.25     44.25     44.25     44.25     44.25     44.25     44.25     44.25     44.25     44.25     44.25     44.25     44.25     44.25     44.25     44.25     44.25     44.25     44.25     44.25     44.25     44.25     44.25     44.25     44.25     44.25     44.25     44.25
     45.00     45.00     45.00     45.00     45.00     45.00     45.00     45.00     45.00     45.00     45.00     45.00     45.00     45.00     45.00     45.00     45.00     45.00     45.00     45.00     45.00     45.00     45.00     45.00     45.00     45.00     45.00     45.00     45.00     45.00     45.00     45.00     45.00     45.00     45.00     45.00     45.00     45.00     45.00     45.00
     45.75     45.75     45.75     45.75     45.75     45.75     45.75     45.75     45.75     45.75     45.75     45.75     45.75     45.75     45.75     45.75     45.75     45.75     45.75     45.75     45.75     45.75     45.75     45.75     45.75     45.75     45.75     45.75     45.75     45.75     45.75     45.75     45.75     45.75     45.75     45.75     45.75     45.75     45.75     45.75
     46.50     46.50     46.50     46.50     46.50     46.50     46.50     46.50     46.50     46.50     46.50     46.50     46.50     46.50     46.50     46.50     46.50     46.50     46.50     46.50     46.50     46.50     46.50     46.50     46.50     46.50     46.50     46.50     46.50     46.50     46.50     46.50     46.50     46.50     46.50     46.50     46.50     46.50     46.50     46.50
     47.25     47.25     47.25     47.25     47.25     47.25     47.25     47.25     47.25     47.25     47.25     47.25     47.25     47.25     47.25     47.25     47.25     47.25     47.25     47.25     47.25     47.25     47.25     47.25     47.25     47.25     47.25     47.25     47.25     47.25     47.25     47.25     47.25     47.25     47.25     47.25     47.25     47.25     47.25     47.25
     48.00     48.00     48.00     48.00     48.00     48.00     48.00     48.00     48.00     48.00     48.00     48.00     48.00     48.00     48.00     48.00     48.00     48.00     48.00     48.00     48.00     48.00     48.00     48.00     48.00     48.00     48.00     48.00     48.00     48.00     48.00     48.00     48.00     48.00     48.00     48.00     48.00     48.00     48.00     48.00
     48.75     48.75     48.75     48.75     48.75     48.75     48.75     48.75     48.75     48.75     48.75     48.75     48.75     48.75     48.75     48.75     48.75     48.75     48.75     48.75     48.75     48.75     48.75     48.75     48.75     48.75     48.75     48.75     48.75     48.75     48.75     48.75     48.75     48.75     48.75     48.75     48.75     48.75     48.75     48.75
     49.50     49.50     49.50     49.50     49.50     49.50     49.50     49.50     49.50     49.50     49.50     49.50     49.50     49.50     49.50     49.50     49.50     49.50     49.50     49.50     49.50     49.50     49.50     49.50     49.50     49.50     49.50     49.50     49.50     49.50     49.50     49.50     49.50     49.50     49.50     49.50     49.50     49.50     49.50     49.50
     50.25     50.25     50.25     50.25     50.25     50.25     50.25     50.25     50.25     50.25     50.25     50.25     50.25     50.25     50.25     50.25     50.25     50.25     50.25     50.25     50.25     50.25     50.25     50.25     50.25     50.25     50.25     50.25     50.25     50.25     50.25     50.25     50.25     50.25     50.25     50.25     50.25     50.25     50.25     50.25
     51.00     51.00     51.00     51.00     51.00     51.00     51.00     51.00     51.00     51.00     51.00     51.00     51.00     51.00     51.00     51.00     51.00     51.00     51.00     51.00     51.00     51.00     51.00     51.00     51.00     51.00     51.00     51.00     51.00     51.00     51.00     51.00     51.00     51.00     51.00     51.00     51.00     51.00     51.00     51.00
     51.75     51.75     51.75     51.75     51.75     51.75     51.75     51.75     51.75     51.75     51.75     51.75     51.75     51.75     51.75     51.75     51.75     51.75     51.75     51.75     51.75     51.75     51.75     51.75     51.75     51.75     51.75     51.75     51.75     51.75     51.75     51.75     51.75     51.75     51.75     51.75     51.75     51.75     51.75     51.75
     52.50     52.50     52.50     52.50     52.50     52.50     52.50     52.50     52.50     52.50     52.50     52.50     52.50     52.50     52.50     52.50     52.50     52.50     52.50     52.50     52.50     52.50     52.50     52.50     52.50     52.50     52.50     52.50     52.50     52.50     52.50     52.50     52.50     52.50     52.50     52.50     52.50     52.50     52.50     52.50
     53.25     53.25     53.25     53.25     53.25     53.25     53.25     53.25     53.25     53.25     53.25     53.25     53.25     53.25     53.25     53.25     53.25     53.25     53.25     53.25     53.25     53.25     53.25     53.25     53.25     53.25     53.25     53.25     53.25     53.25     53.25     53.25     53.25     53.25     53.25     53.25     53.25     53.25     53.25     53.25
     54.00     54.00     54.00     54.00     54.00     54.00     54.00     54.00     54.00     54.00     54.00     54.00     54.00     54.00     54.00     54.00     54.00     54.00     54.00     54.00     54.00     54.00     54.00     54.00     54.00     54.00     54.00     54.00     54.00     54.00     54.00     54.00     54.00     54.00     54.00     54.00     54.00     54.00     54.00     54.00
     54.75     54.75     54.75     54.75     54.75     54.75     54.75     54.75     54.75     54.75     54.75     54.75     54.75     54.75     54.75     54.75     54.75     54.75     54.75     54.75     54.75     54.75     54.75     54.75     54.75     54.75     54.75     54.75     54.75     54.75     54.75     54.75     54.75     54.75     54.75     54.75     54.75     54.75     54.75     54.75
     55.50     55.50     55.50     55.50     55.50     55.50     55.50     55.50     55.50     55.50     55.50     55.50     55.50     55.50     55.50     55.50     55.50     55.50     55.50     55.50     55.50     55.50     55.50     55.50     55.50     55.50     55.50     55.50     55.50     55.50     55.50     55.50     55.50     55.50     55.50     55.50     55.50     55.50     55.50     55.50
     56.25     56.25     56.25     56.25     56.25     56.25     56.25     56.25     56.25     56.25     56.25     56.25     56.25     56.25     56.25     56.25     56.25     56.25     56.25     56.25     56.25     56.25     56.25     56.25     56.25     56.25     56.25     56.25     56.25     56.25     56.25     56.25     56.25     56.25     56.25     56.25     56.25     56.25     56.25     56.25
     57.00     57.00     57.00     57.00     57.00     57.00     57.00     57.00     57.00     57.00     57.00     57.00     57.00     57.00     57.00     57.00     57.00     57.00     57.00     57.00     57.00     57.00     57.00     57.00     57.00     57.00     57.00     57.00     57.00     57.00     57.00     57.00     57.00     57.00     57.00     57.00     57.00     57.00     57.00     57.00
     57.75     57.75     57.75     57.75     57.75     57.75     57.75     57.75     57.75     57.75     57.75     57.75     57.75     57.75     57.75     57.75     57.75     57.75     57.75     57.75     57.75     57.75     57.75     57.75     57.75     57.75     57.75     57.75     57.75     57.75     57.75     57.75     57.75     57.75     57.75     57.75     57.75     57.75     57.75     57.75
     58.50     58.50     58.50     58.50     58.50     58.50     58.50     58.50     58.50     58.50     58.50     58.50     58.50     58.50     58.50     58.50     58.50     58.50     58.50     58.50     58.50     58.50     58.50     58.50     58.50     58.50     58.50     58.50     58.50     58.50     58.50     58.50     58.50     58.50     58.50     58.50     58.50     58.50     58.50     58.50
     59.25     59.25     59.25     59.25     59.25     59.25     59.25     59.25     59.25     59.25     59.25     59.25     59.25     59.25     59.25     59.25     59.25     59.25     59.25     59.25     59.25     59.25     59.25     59.25     59.25     59.25     59.25     59.25     59.25     59.25     59.25     59.25     59.25     59.25     59.25     59.25     59.25     59.25     59.25     59.25
     60.00     60.00     60.00     60.00     60.00     60.00     60.00     60.00     60.00     60.00     60.00     60.00     60.00     60.00     60.00     60.00     60.00     60.00     60.00     60.00     60.00     60.00     60.00     60.00     60.00     60.00     60.00     60.00     60.00     60.00     60.00     60.00     60.00     60.00     60.00     60.00     60.00     60.00     60.00     60.00
     60.75     60.75     60.75     60.75     60.75     60.75     60.75     60.75     60.75     60.75     60.75     60.75     60.75     60.75     60.75     60.75     60.75     60.75     60.75     60.75     60.75     60.75     60.75     60.75     60.75     60.75     60.75     60.75     60.75     60.75     60.75     60.75     60.75     60.75     60.75     60.75     60.75     60.75     60.75     60.75
     61.50     61.50     61.50     61.50     61.50     61.50     61.50     61.50     61.50     61.50     61.50     61.50     61.50     61.50     61.50     61.50     61.50     61.50     61.50     61.50     61.50     61.50     61.50     61.50     61.50     61.50     61.50     61.50     61.50     61.50     61.50     61.50     61.50     61.50     61.50     61.50     61.50     61.50     61.50     61.50
     62.25     62.25     62.25     62.25     62.25     62.25     62.25     62.25     62.25     62.25     62.25     62.25     62.25     62.25     62.25     62.25     62.25     62.25     62.25     62.25     62.25     62.25     62.25     62.25     62.25     62.25     62.25     62.25     62.25     62.25     62.25     62.25     62.25     62.25     62.25     62.25     62.25     62.25     62.25     62.25
     63.00     63.00     63.00     63.00     63.00     63.00     63.00     63.00     63.00     63.00     63.00     63.00     63.00     63.00     63.00     63.00     63.00     63.00     63.00     63.00     63.00     63.00     63.00     63.00     63.00     63.00     63.00     63.00     63.00     63.00     63.00     63.00     63.00     63.00     63.00     63.00     63.00     63.00     63.00     63.00
